+2025-09-04 23:31:07,157 [0.0021719932556152344] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-04 23:43:00,951 [713.7967541217804] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:00,951 [713.7967541217804] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:01,190 [714.0351412296295] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:43:01,190 [714.0351412296295] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:43:01,191 [714.036146402359] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:01,219 [714.064624786377] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:01,679 [714.5243346691132] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:01,679 [714.5243346691132] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:01,729 [714.574024438858] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:43:01,729 [714.574024438858] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:43:01,823 [714.6682593822479] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:01,823 [714.6682593822479] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:01,823 [714.6682593822479] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:01,954 [714.799400806427] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:02,172 [715.0173690319061] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:43:02,188 [715.0333132743835] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:02,221 [715.0664567947388] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:02,223 [715.0685744285583] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:02,318 [715.1653513908386] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:02,421 [715.2661595344543] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:02,960 [715.8050093650818] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:02,960 [715.8050093650818] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:03,102 [715.9476733207703] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:03,102 [715.9476733207703] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:03,102 [715.9476733207703] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:03,214 [716.059611082077] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:03,435 [716.2801651954651] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:03,436 [716.2811756134033] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:03,642 [716.4870097637177] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:03,979 [716.8243501186371] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:04,119 [716.9803695678711] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:04,232 [717.0769851207733] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:04,232 [717.0769851207733] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:04,368 [717.2129681110382] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:04,368 [717.2129681110382] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:04,368 [717.2129681110382] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:04,494 [717.3392109870911] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:04,654 [717.4990997314453] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:04,654 [717.4990997314453] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:04,874 [717.7195794582367] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:05,504 [718.3498902320862] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:05,504 [718.3498902320862] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:05,634 [718.4793350696564] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:05,634 [718.4793350696564] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:05,634 [718.4793350696564] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:05,791 [718.6367964744568] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:05,879 [718.7248346805573] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:05,879 [718.7248346805573] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:06,077 [718.9225845336914] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:06,800 [719.6452763080597] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:06,800 [719.6452763080597] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:06,967 [719.8128795623779] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:06,972 [719.8175601959229] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:06,972 [719.8175601959229] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:07,090 [719.935804605484] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:07,090 [719.935804605484] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:07,095 [719.940336227417] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:07,300 [720.1455156803131] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:07,332 [720.177255153656] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:43:07,332 [720.177255153656] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:43:07,332 [720.177255153656] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:07,767 [720.6121327877045] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:43:07,767 [720.6121327877045] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:43:08,100 [720.9455819129944] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:08,100 [720.9455819129944] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:08,167 [721.0126516819] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:43:08,187 [721.0324676036835] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:08,250 [721.0956072807312] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:08,250 [721.0956072807312] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:08,251 [721.0966234207153] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:08,287 [721.1321058273315] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:08,314 [721.1593964099884] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:08,314 [721.1593964099884] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:08,371 [721.2167727947235] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:08,515 [721.3604578971863] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:09,136 [721.9818270206451] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:09,286 [722.1317374706268] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:09,376 [722.2214064598083] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:09,376 [722.2214064598083] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:09,530 [722.3754460811615] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:09,530 [722.3754460811615] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:09,530 [722.3754460811615] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:09,530 [722.3754460811615] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:09,530 [722.3754460811615] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:09,644 [722.4896447658539] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:09,721 [722.5660078525543] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:10,650 [723.4958460330963] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:10,650 [723.4958460330963] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:10,735 [723.5808517932892] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:10,735 [723.5808517932892] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:10,798 [723.6430308818817] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:10,798 [723.6430308818817] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:10,798 [723.6430308818817] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:10,923 [723.7688477039337] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:10,955 [723.8007483482361] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:11,930 [724.7767791748047] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:11,931 [724.7767791748047] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:11,958 [724.8031663894653] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:11,958 [724.8031663894653] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:12,074 [724.9193215370178] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:12,074 [724.9193215370178] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:12,074 [724.9193215370178] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:12,200 [725.0455751419067] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:12,232 [725.0776388645172] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:13,210 [726.0557374954224] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:13,210 [726.0557374954224] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:13,236 [726.0818376541138] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:13,236 [726.0818376541138] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:13,327 [726.1728262901306] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:43:13,327 [726.1728262901306] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:43:13,327 [726.1728262901306] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:13,359 [726.2049081325531] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:13,359 [726.2049081325531] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:13,359 [726.2049081325531] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:13,439 [726.2848899364471] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:13,487 [726.3325912952423] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:13,946 [726.7915651798248] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:43:13,946 [726.7915651798248] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:43:14,290 [727.1350882053375] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:14,374 [727.2198746204376] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:43:14,388 [727.2338728904724] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:14,444 [727.2892832756042] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:14,445 [727.2907733917236] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:14,454 [727.2993850708008] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:14,496 [727.3410046100616] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:14,496 [727.3410046100616] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:14,512 [727.3579368591309] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:14,609 [727.454808473587] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:14,609 [727.454808473587] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:14,609 [727.454808473587] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:14,676 [727.5218884944916] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:14,725 [727.57040143013] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:15,679 [728.5241131782532] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:15,679 [728.5241131782532] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:15,734 [728.5798654556274] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:15,734 [728.5798654556274] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:15,840 [728.6849884986877] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:15,855 [728.7006719112396] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:15,855 [728.7006719112396] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:15,887 [728.7324395179749] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:15,968 [728.8139126300812] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:16,895 [729.7402126789093] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:16,895 [729.7402126789093] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:16,969 [729.814826965332] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:16,969 [729.814826965332] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:17,095 [729.9403803348541] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:17,095 [729.9403803348541] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:17,095 [729.9403803348541] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:17,138 [729.9834427833557] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:17,207 [730.052524805069] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:18,141 [730.9860014915466] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:18,141 [730.9866962432861] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:18,215 [731.0603880882263] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:18,215 [731.0603880882263] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:18,328 [731.1738557815552] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:18,328 [731.1738557815552] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:43:18,328 [731.1738557815552] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:18,381 [731.2264745235443] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:43:18,454 [731.299706697464] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:43:19,387 [732.232565164566] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:43:19,389 [732.234071969986] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:43:19,456 [732.3013949394226] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:43:19,466 [732.3117270469666] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
