+2025-10-29 16:25:41,527 [0.10568428039550781] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-10-29 16:26:33,843 [52.422226905822754] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:33,889 [52.46804356575012] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:26:33,889 [52.46804356575012] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:26:33,889 [52.46804356575012] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:33,965 [52.544827699661255] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:33,966 [52.544827699661255] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:33,966 [52.544827699661255] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:34,089 [52.66820979118347] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:34,286 [52.86530303955078] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:26:34,288 [52.867265701293945] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:26:34,680 [53.258355379104614] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:26:34,695 [53.27363038063049] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:34,747 [53.32581901550293] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:34,749 [53.3275887966156] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:34,794 [53.372742652893066] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:34,889 [53.46818685531616] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:35,093 [53.67168736457825] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:35,093 [53.67168736457825] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:35,191 [53.77003836631775] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:35,191 [53.77003836631775] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:35,191 [53.77003836631775] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:35,288 [53.867013454437256] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:35,536 [54.11516094207764] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:35,637 [54.216047525405884] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:35,892 [54.47099161148071] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:35,894 [54.473347187042236] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:36,155 [54.73350524902344] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:36,290 [54.86920952796936] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:36,290 [54.86920952796936] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:36,409 [54.98859715461731] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:36,410 [54.98859715461731] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:36,410 [54.98859715461731] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:36,637 [55.215964555740356] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:37,157 [55.735676765441895] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:37,157 [55.735676765441895] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:37,644 [56.22268342971802] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:37,644 [56.22268342971802] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:37,872 [56.45110726356506] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:37,874 [56.45311975479126] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:37,876 [56.455132722854614] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:37,876 [56.455132722854614] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:37,974 [56.5526180267334] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:38,874 [57.452784299850464] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:38,874 [57.452784299850464] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:38,986 [57.56527829170227] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:38,988 [57.56933569908142] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:39,008 [57.58667969703674] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:39,093 [57.67222809791565] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:39,093 [57.67222809791565] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:39,093 [57.67222809791565] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:39,189 [57.76774835586548] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:39,808 [58.38656449317932] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:26:39,808 [58.38656449317932] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:26:39,808 [58.38656449317932] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:40,014 [58.592702865600586] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:40,014 [58.592702865600586] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:40,193 [58.771790981292725] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:40,193 [58.771790981292725] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:40,205 [58.783469676971436] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:40,297 [58.87631702423096] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:26:40,297 [58.87631702423096] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:26:40,323 [58.90164542198181] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:40,323 [58.90164542198181] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:40,323 [58.90164542198181] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:40,422 [59.00123715400696] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:40,649 [59.22796964645386] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:40,811 [59.38995862007141] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:26:40,811 [59.38995862007141] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:40,835 [59.4139199256897] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:40,927 [59.50569677352905] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:41,217 [59.795520544052124] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:41,217 [59.795520544052124] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:41,405 [59.984073877334595] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:41,433 [60.011451959609985] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:41,433 [60.011451959609985] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:41,524 [60.10331702232361] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:41,529 [60.108179569244385] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:41,529 [60.108179569244385] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:41,639 [60.2213397026062] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:42,408 [60.98730111122131] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:42,410 [60.988649129867554] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:42,644 [61.22285437583923] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:42,644 [61.22285437583923] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:42,749 [61.33390760421753] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:42,755 [61.33390760421753] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:42,755 [61.33592343330383] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:42,858 [61.436867237091064] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:42,973 [61.55149555206299] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:43,861 [62.439889669418335] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:43,861 [62.439889669418335] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:43,956 [62.53481650352478] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:43,956 [62.53481650352478] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:43,956 [62.53481650352478] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:43,978 [62.55651259422302] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:43,978 [62.55651259422302] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:44,065 [62.644206285476685] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:44,206 [62.78522491455078] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:45,074 [63.65293288230896] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:45,074 [63.65293288230896] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:45,165 [63.74398231506348] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:45,181 [63.75966167449951] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:45,181 [63.75966167449951] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:45,216 [63.79453253746033] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:45,216 [63.79453253746033] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:45,278 [63.85662508010864] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:45,435 [64.01334881782532] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:45,825 [64.40390276908875] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:45,957 [64.53628277778625] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:26:45,957 [64.53628277778625] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:26:45,957 [64.53628277778625] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:45,968 [64.54685544967651] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:46,279 [64.85799169540405] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:46,279 [64.85799169540405] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:46,376 [64.95523715019226] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:46,376 [64.95523715019226] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:46,376 [64.95523715019226] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:46,438 [65.01642203330994] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:46,438 [65.01642203330994] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:46,514 [65.09294199943542] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:46,527 [65.10540771484375] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:26:46,527 [65.10540771484375] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:26:46,582 [65.16114711761475] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:46,938 [65.51686477661133] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:26:46,955 [65.53366184234619] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:47,069 [65.64764761924744] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:47,516 [66.09439826011658] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:47,516 [66.09439826011658] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:47,584 [66.16244339942932] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:47,584 [66.16244339942932] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:47,627 [66.20558309555054] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:47,627 [66.20558309555054] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:47,627 [66.20558309555054] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:47,717 [66.29620504379272] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:48,108 [66.68658542633057] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:48,722 [67.30035424232483] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:48,722 [67.30035424232483] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:48,826 [67.40501141548157] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:48,826 [67.40501141548157] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:48,826 [67.40501141548157] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:49,032 [67.61126017570496] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:49,113 [67.69201231002808] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:49,113 [67.69201231002808] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:49,273 [67.85202145576477] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:50,035 [68.61402654647827] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:50,035 [68.61402654647827] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:50,122 [68.70094704627991] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:50,122 [68.70094704627991] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:50,122 [68.70094704627991] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:50,250 [68.82886719703674] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:50,275 [68.85370802879333] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:26:50,275 [68.85411715507507] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:26:50,519 [69.09783387184143] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:26:50,992 [69.57095170021057] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:51,124 [69.70297408103943] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:51,254 [69.83267593383789] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:51,254 [69.8337230682373] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:26:51,354 [69.93305373191833] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:26:51,365 [69.94408392906189] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:26:51,365 [69.94408392906189] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
