+2025-10-06 20:50:24,967 [0.00402069091796875] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-10-06 20:51:59,279 [94.31645178794861] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:51:59,279 [94.31645178794861] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:51:59,378 [94.41594767570496] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:51:59,397 [94.43442368507385] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:51:59,397 [94.43442368507385] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:51:59,397 [94.43442368507385] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:51:59,498 [94.53626441955566] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:51:59,507 [94.54414749145508] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:00,146 [95.18322563171387] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:00,146 [95.18322563171387] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:00,332 [95.3692135810852] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:00,509 [95.54660058021545] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:00,509 [95.54660058021545] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:00,624 [95.66156482696533] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:00,626 [95.6630711555481] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:00,626 [95.6630711555481] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:00,737 [95.77432656288147] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:01,333 [96.37090468406677] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:01,333 [96.37090468406677] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:01,597 [96.634761095047] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:01,739 [96.77597427368164] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:01,739 [96.77597427368164] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:01,843 [96.88006925582886] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:01,843 [96.88006925582886] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:01,843 [96.88006925582886] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:01,961 [96.99853897094727] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:02,527 [97.56437397003174] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:52:02,527 [97.56437397003174] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:52:02,527 [97.56437397003174] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:02,599 [97.63672423362732] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:02,600 [97.63773393630981] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:02,824 [97.86110424995422] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:02,963 [98.00089287757874] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:02,963 [98.00089287757874] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:03,003 [98.04002046585083] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:52:03,004 [98.04101824760437] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:52:03,192 [98.22911310195923] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:03,193 [98.23012804985046] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:03,193 [98.23012804985046] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:03,453 [98.4908185005188] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:03,573 [98.61014795303345] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:52:03,576 [98.61323380470276] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:03,675 [98.71275210380554] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:03,826 [98.8630154132843] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:03,827 [98.86414384841919] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:04,004 [99.04185009002686] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:04,455 [99.49288010597229] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:04,455 [99.49288010597229] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:04,509 [99.5462007522583] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:04,577 [99.61462616920471] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:04,577 [99.61462616920471] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:04,577 [99.61462616920471] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:04,617 [99.65486001968384] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:04,728 [99.7650249004364] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:05,006 [100.04364895820618] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:05,006 [100.04364895820618] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:05,196 [100.23310875892639] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:05,730 [100.76721453666687] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:05,730 [100.76721453666687] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:05,841 [100.87875294685364] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:05,842 [100.8797516822815] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:05,842 [100.8797516822815] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:05,945 [100.98279929161072] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:06,204 [101.2413547039032] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:06,206 [101.24305176734924] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:06,408 [101.44556140899658] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:06,954 [101.9917802810669] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:06,954 [101.9917802810669] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:07,048 [102.08515667915344] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:07,057 [102.094393491745] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:07,057 [102.094393491745] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:07,167 [102.20451998710632] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:07,414 [102.45104551315308] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:07,416 [102.45308756828308] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:07,597 [102.64076638221741] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:08,169 [103.2067244052887] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:08,169 [103.2067244052887] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:08,312 [103.34963464736938] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:08,313 [103.35064721107483] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:08,313 [103.35064721107483] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:08,433 [103.47077107429504] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:08,605 [103.64243173599243] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:08,605 [103.64294624328613] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:08,690 [103.72697043418884] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:52:08,690 [103.72697043418884] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:52:08,691 [103.72797083854675] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:08,797 [103.8339958190918] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:09,113 [104.15091729164124] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:52:09,114 [104.15151047706604] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:52:09,436 [104.47391128540039] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:09,436 [104.47391128540039] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:09,521 [104.55885004997253] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:52:09,536 [104.57343697547913] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:09,566 [104.60313105583191] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:09,566 [104.60313105583191] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:09,566 [104.60313105583191] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:09,627 [104.66494417190552] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:09,627 [104.66494417190552] urllib3.connectionpool DEBUG: Starting new HTTPS connection (3): share2.dexcom.com:443
+2025-10-06 20:52:09,652 [104.68992400169373] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:09,688 [104.7249743938446] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:09,804 [104.8415961265564] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:09,806 [104.84310150146484] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:09,842 [104.8794777393341] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:09,991 [105.02888536453247] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:10,689 [105.72664546966553] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:10,689 [105.72664546966553] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:10,817 [105.85446643829346] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:10,818 [105.85563611984253] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:10,818 [105.85563611984253] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:10,922 [105.95955848693848] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:10,994 [106.03143358230591] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:10,996 [106.03297567367554] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:11,258 [106.29525136947632] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:11,925 [106.96258091926575] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:11,925 [106.96258091926575] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:12,068 [107.10564064979553] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:12,069 [107.10664057731628] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:12,069 [107.10664057731628] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:12,245 [107.28288912773132] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:12,261 [107.29874539375305] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:12,261 [107.29874539375305] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:12,604 [107.6410493850708] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:13,248 [108.28519558906555] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:13,248 [108.28519558906555] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:13,423 [108.46088123321533] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:13,423 [108.46088123321533] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:13,425 [108.46293663978577] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:13,576 [108.61317086219788] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:13,605 [108.64245939254761] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:13,606 [108.64299631118774] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:13,837 [108.87484073638916] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:14,578 [109.61517977714539] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:14,578 [109.61517977714539] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:14,659 [109.69662928581238] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:52:14,659 [109.69662928581238] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:52:14,659 [109.69662928581238] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:14,729 [109.76657247543335] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:14,734 [109.77115488052368] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:14,734 [109.77115488052368] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:14,840 [109.87711930274963] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:14,840 [109.87762451171875] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:14,850 [109.88715267181396] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:14,963 [110.0008761882782] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:15,003 [110.04074835777283] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:15,178 [110.21581077575684] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:15,255 [110.29293370246887] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:52:15,255 [110.29293370246887] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:52:15,863 [110.9006404876709] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:52:15,887 [110.92471718788147] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:15,964 [111.00182771682739] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:15,964 [111.00182771682739] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:16,113 [111.15095853805542] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:16,158 [111.19526648521423] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:16,158 [111.19526648521423] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:16,158 [111.19526648521423] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:16,180 [111.21756935119629] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:52:16,180 [111.21756935119629] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:52:16,308 [111.34533095359802] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:52:16,499 [111.53667569160461] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:52:17,310 [112.34796786308289] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:52:17,310 [112.34796786308289] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:52:17,503 [112.54037666320801] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
