+2025-09-07 17:46:09,131 [0.008580684661865234] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-07 17:47:04,510 [55.387882709503174] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:04,635 [55.51310396194458] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:04,810 [55.6878445148468] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:47:04,825 [55.70242977142334] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:04,961 [55.839184284210205] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:04,996 [55.87343978881836] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:04,996 [55.87343978881836] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:05,202 [56.079490423202515] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:05,654 [56.53202939033508] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:05,654 [56.53202939033508] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:05,799 [56.676605224609375] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:05,799 [56.676605224609375] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:05,799 [56.676605224609375] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:05,941 [56.818368673324585] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:06,215 [57.09286189079285] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:06,215 [57.09286189079285] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:06,505 [57.38324522972107] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:06,943 [57.82117486000061] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:06,943 [57.82117486000061] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:07,095 [57.9732460975647] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:07,095 [57.9732460975647] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:07,095 [57.9732460975647] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:07,224 [58.10193753242493] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:07,511 [58.388503551483154] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:07,511 [58.388503551483154] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:07,629 [58.50676393508911] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:07,756 [58.63363575935364] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:07,756 [58.63363575935364] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:08,239 [59.116379737854004] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:08,239 [59.116379737854004] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:08,384 [59.261656761169434] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:08,384 [59.261656761169434] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:08,384 [59.261656761169434] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:08,527 [59.40436601638794] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:08,770 [59.64777898788452] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:08,770 [59.64777898788452] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:09,097 [59.97498297691345] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:09,535 [60.41330170631409] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:09,535 [60.41330170631409] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:09,681 [60.55857968330383] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:09,681 [60.55857968330383] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:09,681 [60.55857968330383] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:09,823 [60.70112347602844] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:09,967 [60.844563722610474] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:47:09,967 [60.844563722610474] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:47:09,971 [60.84872221946716] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:10,100 [60.97740697860718] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:10,100 [60.97740697860718] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:10,276 [61.1539363861084] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:10,423 [61.300796031951904] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:47:10,423 [61.300796031951904] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:47:10,839 [61.71670842170715] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:10,839 [61.71670842170715] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:10,962 [61.83960962295532] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:47:10,977 [61.8548469543457] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:10,977 [61.8548469543457] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:10,977 [61.8548469543457] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:10,977 [61.8548469543457] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:11,110 [61.98760390281677] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:11,110 [61.98760390281677] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:11,282 [62.16000699996948] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:11,282 [62.16000699996948] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:11,578 [62.456093072891235] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:12,117 [62.99449825286865] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:12,117 [62.99449825286865] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:12,257 [63.1345591545105] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:12,257 [63.1345591545105] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:12,257 [63.1345591545105] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:12,382 [63.2593412399292] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:12,582 [63.460023641586304] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:12,582 [63.460023641586304] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:12,760 [63.63801383972168] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:12,920 [63.797768115997314] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:13,111 [63.988466024398804] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:13,389 [64.26727056503296] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:13,389 [64.26727056503296] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:13,531 [64.40857434272766] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:13,531 [64.40857434272766] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:13,531 [64.40857434272766] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:13,659 [64.53677248954773] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:14,118 [64.99546909332275] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:14,118 [64.99546909332275] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:14,358 [65.23590803146362] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:14,661 [65.53845930099487] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:14,661 [65.53845930099487] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:14,792 [65.66936564445496] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:14,792 [65.6700086593628] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:14,792 [65.6700086593628] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:14,913 [65.79036021232605] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:15,365 [66.24260473251343] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:15,365 [66.24260473251343] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:15,624 [66.50185513496399] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:15,920 [66.7976062297821] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:15,920 [66.7976062297821] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:16,047 [66.92521619796753] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:16,047 [66.92521619796753] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:16,047 [66.92521619796753] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:16,117 [66.99513483047485] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:47:16,117 [66.99513483047485] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:47:16,117 [66.99513483047485] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:16,160 [67.03811931610107] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:16,608 [67.48533868789673] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:47:16,608 [67.48533868789673] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:47:16,634 [67.51174330711365] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:16,634 [67.51174330711365] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:16,912 [67.78966665267944] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:17,070 [67.94747686386108] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:47:17,086 [67.96339416503906] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:17,162 [68.03953051567078] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:17,162 [68.03953051567078] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:17,236 [68.11394190788269] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:17,292 [68.16937708854675] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:17,292 [68.16937708854675] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:17,292 [68.16937708854675] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:17,418 [68.29600286483765] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:17,914 [68.79184174537659] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:17,914 [68.79184174537659] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:17,928 [68.8060941696167] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:18,093 [68.9710841178894] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:18,169 [69.0469560623169] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:18,429 [69.30642628669739] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:18,429 [69.30642628669739] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:18,554 [69.43173694610596] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:18,554 [69.43173694610596] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:18,554 [69.43173694610596] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:18,680 [69.55802583694458] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:19,171 [70.04873180389404] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:19,171 [70.04873180389404] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:19,441 [70.31843614578247] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:19,684 [70.56223464012146] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:19,684 [70.56223464012146] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:19,820 [70.69790840148926] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:19,820 [70.69790840148926] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:19,820 [70.69790840148926] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:19,947 [70.8249442577362] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:20,448 [71.3253242969513] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:20,449 [71.32652449607849] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:20,701 [71.57844710350037] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:21,007 [71.88453364372253] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:21,007 [71.88453364372253] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:21,139 [72.01656913757324] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:21,139 [72.01656913757324] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:21,139 [72.01656913757324] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:21,281 [72.15832185745239] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:21,708 [72.58575534820557] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:21,708 [72.58575534820557] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:21,965 [72.8424129486084] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:47:22,266 [73.14376950263977] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:47:22,266 [73.14376950263977] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:47:22,266 [73.14376950263977] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:47:22,294 [73.17175316810608] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:22,294 [73.17175316810608] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:22,408 [73.28583407402039] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:22,408 [73.28583407402039] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:47:22,408 [73.28583407402039] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:47:22,519 [73.3964991569519] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:47:22,741 [73.61899495124817] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:47:22,741 [73.61899495124817] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:47:22,968 [73.84556603431702] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:47:22,968 [73.84556603431702] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
